link_id,speed,insert_time
2170029100,22,23:05
2170382700,4,23:05
2170318100,39,23:05
2170093700,48,23:05
2333109700,40,23:05
2333109600,52,23:05
2334241500,54,23:05
2170029200,24,23:05
2160383200,22,23:05
2333345100,96,23:05
2160383100,120,23:05
2333056002,39,23:05
2333056004,44,23:05
2333056005,32,23:05
2333056006,41,23:05
2333345000,95,23:05
2160383400,25,23:05
2333056101,41,23:05
2333056103,48,23:05
2333056105,39,23:05
2333056106,47,23:05
2334241800,30,23:05
2333345300,94,23:05
2333056200,51,23:05
2160383300,21,23:05
2334241900,21,23:05
2333345200,94,23:05
2160383600,17,23:05
2170093000,32,23:05
2160383500,22,23:05
2170093100,39,23:05
2160383800,24,23:05
2160383700,27,23:05
2333344600,96,23:05
2170027900,23,23:05
2333055403,37,23:05
2333055405,37,23:05
2333055406,37,23:05
2333055407,58,23:05
2333055408,33,23:05
2334070900,53,23:05
2160370700,21,23:05
2333055500,33,23:05
2333330000,59,23:05
2160370600,18,23:05
2333055600,42,23:05
2333344800,97,23:05
2170027700,20,23:05
2160370900,27,23:05
2170316900,19,23:05
2170027800,23,23:05
2333330100,58,23:05
2333344700,99,23:05
2333173000,33,23:05
2160370800,28,23:05
2333055800,65,23:05
2333226900,50,23:05
2160003001,62,23:05
2160003002,47,23:05
2333055304,28,23:05
2333055305,39,23:05
2333055306,45,23:05
2333055307,30,23:05
2333055308,35,23:05
2160003101,73,23:05
2160003102,46,23:05
2333173500,35,23:05
2334256200,16,23:05
2170316200,35,23:05
2160003201,54,23:05
2160003202,41,23:05
2170027100,20,23:05
2170091700,20,23:05
2333041700,57,23:05
2334256300,8,23:05
2170091800,30,23:05
2333041805,37,23:05
2333041806,29,23:05
2333041802,41,23:05
2333041803,33,23:05
2170027200,22,23:05
2170316000,25,23:05
2334256000,24,23:05
2333041904,20,23:05
2333041905,37,23:05
2333041906,36,23:05
2333041901,53,23:05
2170091400,24,23:05
2160003501,46,23:05
2160003502,60,23:05
2170091500,35,23:05
2334256100,18,23:05
2170027000,29,23:05
2170091600,44,23:05
2333109200,76,23:05
2334242000,8,23:05
2334256600,44,23:05
2160003601,44,23:05
2160003602,59,23:05
2170027500,30,23:05
2333173100,48,23:05
2333055900,40,23:05
2160003700,71,23:05
2333041300,32,23:05
2334242100,9,23:05
2334256700,78,23:05
2333173200,33,23:05
2333344900,95,23:05
2170027600,43,23:05
2170316601,30,23:05
2170316602,13,23:05
2334256800,31,23:05
2160003800,75,23:05
2333041400,35,23:05
2334256400,8,23:05
2333173300,27,23:05
2170091900,22,23:05
2170316501,35,23:05
2170316502,31,23:05
2170027300,50,23:05
2334256500,44,23:05
2333173400,11,23:05
2170027400,26,23:05
2170316300,27,23:05
2170316400,22,23:05
2170092100,24,23:05
2333804100,75,23:05
2333108500,84,23:05
2333804000,55,23:05
2333108400,66,23:05
2334242500,10,23:05
2160002800,48,23:05
2170092200,32,23:05
2333108600,37,23:05
2334242600,40,23:05
2160002901,48,23:05
2160002902,55,23:05
2334242200,26,23:05
2333108700,36,23:05
2330034401,36,23:05
2330034402,29,23:05
2333529300,32,23:05
2334256900,20,23:05
2170092000,18,23:05
2334242300,60,23:05
2333108800,41,23:05
2334242400,74,23:05
2330034501,43,23:05
2330034502,45,23:05
2333172600,34,23:05
2170092500,17,23:05
2160384100,32,23:05
2334242900,34,23:05
2170028000,30,23:05
2333529100,64,23:05
2170317000,27,23:05
2170092600,27,23:05
2160384000,20,23:05
2170092700,26,23:05
2333108100,79,23:05
2333529200,35,23:05
2333172700,34,23:05
2170028100,32,23:05
2160384300,16,23:05
2170092300,27,23:05
2333108200,73,23:05
2334242700,41,23:05
2333172800,31,23:05
2334071000,69,23:05
2160384200,77,23:05
2170092400,24,23:05
2334242800,41,23:05
2333529000,68,23:05
2333108300,82,23:05
2333172900,36,23:05
2334071300,20,23:05
2333226522,20,23:05
2160384500,47,23:05
2333226512,35,23:05
2160384400,30,23:05
2333226622,39,23:05
2333226612,9,23:05
2160384700,25,23:05
2160370100,28,23:05
2334071500,34,23:05
2333226700,40,23:05
2160384600,23,23:05
2160370000,28,23:05
2334071400,25,23:05
2333226800,33,23:05
2333226100,54,23:05
2160370300,37,23:05
2333108900,40,23:05
2334071700,32,23:05
2334071800,33,23:05
2160384900,29,23:05
2333226000,48,23:05
2160370200,24,23:05
2333226201,35,23:05
2333226202,40,23:05
2334071600,17,23:05
2160384800,20,23:05
2333226321,39,23:05
2333226322,29,23:05
2333226323,20,23:05
2160370500,31,23:05
2333226423,13,23:05
2333226422,36,23:05
2333226411,31,23:05
2334071900,32,23:05
2160370400,30,23:05
2333030200,21,23:05
2333044800,7,23:05
2333333800,53,23:05
2333044900,18,23:05
2160371900,37,23:05
2333030300,31,23:05
2333030400,21,23:05
2333294100,64,23:05
2160018600,44,23:05
2333030500,12,23:05
2333294000,77,23:05
2334257100,8,23:05
2160004102,26,23:05
2160004104,48,23:05
2160004106,52,23:05
2160004109,55,23:05
2160004108,57,23:05
2160018700,50,23:05
2160018801,27,23:05
2160018802,29,23:05
2334257200,4,23:05
2160004209,58,23:05
2330020904,46,23:05
2330020903,47,23:05
2330020906,43,23:05
2330020905,41,23:05
2330020908,32,23:05
2160004203,45,23:05
2160004205,48,23:05
2160004208,56,23:05
2160004207,22,23:05
2333044500,11,23:05
2160018902,6,23:05
2160018901,25,23:05
2160004300,74,23:05
2170398300,4,23:05
2333044600,10,23:05
2160004400,69,23:05
2333030000,58,23:05
2334257000,11,23:05
2333030100,49,23:05
2170398200,5,23:05
2333044700,109,23:05
2160004500,55,23:05
2334257500,33,23:05
2333294700,38,23:05
2334257600,26,23:05
2334243000,26,23:05
2333294600,41,23:05
2334257300,44,23:05
2333294900,38,23:05
2170080800,26,23:05
2333294800,30,23:05
2334257400,44,23:05
2170080900,27,23:05
2334243300,48,23:05
2334257900,29,23:05
2333030600,26,23:05
2333294300,36,23:05
2334243400,58,23:05
2333030700,33,23:05
2330020113,30,23:05
2330020123,25,23:05
2333294200,84,23:05
2330020102,31,23:05
2330020101,29,23:05
2330020104,43,23:05
2330020105,31,23:05
2334257700,36,23:05
2334243100,44,23:05
2333030800,49,23:05
2160386000,27,23:05
2333294500,41,23:05
2330020213,29,23:05
2330020223,22,23:05
2330020201,26,23:05
2330020202,21,23:05
2330020205,20,23:05
2330020204,41,23:05
2334243200,40,23:05
2334257800,39,23:05
2333030900,33,23:05
2333294400,39,23:05
2170081400,15,23:05
2334243800,11,23:05
2333215100,40,23:05
2170081500,19,23:05
2330021004,43,23:05
2330021003,50,23:05
2330021006,44,23:05
2330021005,41,23:05
2330021008,21,23:05
2333215000,53,23:05
2334243900,12,23:05
2170081200,29,23:05
2333215200,25,23:05
2334243500,25,23:05
2160385200,35,23:05
2334243600,40,23:05
2334072000,18,23:05
2170081300,26,23:05
2333215300,38,23:05
2170095900,22,23:05
2160385100,61,23:05
2160385000,24,23:05
2333058000,34,23:05
2334243700,19,23:05
2334072200,61,23:05
2160385400,67,23:05
2333293800,53,23:05
2330049700,40,23:05
2170081901,19,23:05
2170081902,19,23:05
2334072100,31,23:05
2160385300,28,23:05
2333293700,51,23:05
2330049800,38,23:05
2170081600,34,23:05
2160371000,25,23:05
2330035300,50,23:05
2160385500,30,23:05
2333293900,45,23:05
2170081700,30,23:05
2330035400,49,23:05
2170081800,35,23:05
2160385800,25,23:05
2333058500,47,23:05
2160371200,27,23:05
2333215800,46,23:05
2170095200,37,23:05
2333347700,51,23:05
2333058600,45,23:05
2160371100,25,23:05
2170095300,38,23:05
2170398900,26,23:05
2170384300,74,23:05
2333215900,49,23:05
2170384200,8,23:05
2333333000,98,23:05
2333347600,41,23:05
2160371400,29,23:05
2333347900,59,23:05
2333058700,35,23:05
2334072800,39,23:05
2170398800,10,23:05
2170384100,49,23:05
2334072900,29,23:05
2170095000,27,23:05
2160371300,18,23:05
2160385900,66,23:05
2333058800,38,23:05
2170398700,113,23:05
2334072700,40,23:05
2170398600,29,23:05
2170384000,77,23:05
2333333200,96,23:05
2333058900,43,23:05
2170095100,39,23:05
2333347800,62,23:05
2170095600,28,23:05
2170081000,31,23:05
2333215400,31,23:05
2333058100,29,23:05
2333347300,36,23:05
2160371600,30,23:05
2170095700,34,23:05
2160371500,29,23:05
2170081100,26,23:05
2333215501,56,23:05
2333215503,39,23:05
2333215502,79,23:05
2333058200,31,23:05
2170095400,32,23:05
2333215602,59,23:05
2333215601,79,23:05
2333215604,33,23:05
2333058300,37,23:05
2160371800,33,23:05
2333347500,25,23:05
2170095500,31,23:05
2333215700,35,23:05
2333058400,35,23:05
2333347400,42,23:05
2160371700,19,23:05
2333332600,96,23:05
2334258000,31,23:05
2333332500,100,23:05
2334258100,28,23:05
2333332800,95,23:05
2160019800,39,23:05
2333332700,100,23:05
2333161000,78,23:05
2160019900,29,23:05
2333057600,29,23:05
2334258400,9,23:05
2333189400,29,23:05
2333214900,28,23:05
2170397200,8,23:05
2333332200,56,23:05
2333057700,40,23:05
2334258500,5,23:05
2160005500,55,23:05
2333332100,59,23:05
2333057800,38,23:05
2160005600,41,23:05
2333332400,51,23:05
2334258200,49,23:05
2333057900,34,23:05
2334258300,27,23:05
2333332300,57,23:05
2334258800,23,23:05
2170029700,18,23:05
2334244200,66,23:05
2334244300,40,23:05
2334258900,33,23:05
2170029800,32,23:05
2170318800,34,23:05
2333293300,45,23:05
2334244000,18,23:05
2334258600,15,23:05
2170318700,27,23:05
2170029500,42,23:05
2334258700,109,23:05
2334244100,24,23:05
2170029600,36,23:05
2334244600,35,23:05
2333161100,81,23:05
2160387100,91,23:05
2334244700,29,23:05
2330035902,33,23:05
2330035901,33,23:05
2333332900,100,23:05
2160387000,29,23:05
2334244800,41,23:05
2334244400,44,23:05
2160387400,58,23:05
2170029900,29,23:05
2160387300,62,23:05
2333293200,53,23:05
2330021502,27,23:05
2330021505,22,23:05
2330021504,36,23:05
2330021602,23,23:05
2330021604,40,23:05
2330021605,22,23:05
2334244500,16,23:05
2160387200,98,23:05
2170383900,15,23:05
2170080100,25,23:05
2333292900,19,23:05
2170094700,33,23:05
2160386300,23,23:05
2160386200,30,23:05
2330022200,34,23:05
2170383800,27,23:05
2170094800,27,23:05
2170080200,31,23:05
2160386100,30,23:05
2334073000,28,23:05
2170383700,28,23:05
2334244900,38,23:05
2170080000,17,23:05
2170383600,8,23:05
2160372100,26,23:05
2170080500,19,23:05
2170080600,19,23:05
2170319600,25,23:05
2160372000,44,23:05
2330036501,20,23:05
2330036502,23,23:05
2170080700,20,23:05
2160386900,11,23:05
2160372300,29,23:05
2170319500,9,23:05
2170094900,29,23:05
2170080300,18,23:05
2330036602,26,23:05
2330036601,26,23:05
2160386800,33,23:05
2160372200,24,23:05
2170080400,23,23:05
2330022100,29,23:05
2333160900,62,23:05
2160372500,54,23:05
2170383000,41,23:05
2333189000,27,23:05
2160372400,31,23:05
2330036002,39,23:05
2330036001,45,23:05
2333057300,29,23:05
2170094000,36,23:05
2333189101,32,23:05
2333189102,36,23:05
2333057400,36,23:05
2160019000,20,23:05
2333189202,31,23:05
2160372700,28,23:05
2333189201,68,23:05
2333057500,30,23:05
2160372600,54,23:05
2333214800,30,23:05
2333189300,34,23:05
2170397300,4,23:05
2160019100,23,23:05
2333214100,34,23:05
2170094300,25,23:05
2170383500,30,23:05
2333503300,59,23:05
2160019200,16,23:05
2333346000,101,23:05
2160372900,19,23:05
2170094400,22,23:05
2170383400,25,23:05
2334259000,17,23:05
2160019300,27,23:05
2160372800,25,23:05
2170383300,21,23:05
2160019402,25,23:05
2160019401,21,23:05
2333346200,101,23:05
2170094103,25,23:05
2170094104,25,23:05
2170094101,25,23:05
2170094202,7,23:05
2170094204,17,23:05
2170094203,17,23:05
2333503200,58,23:05
2170383200,29,23:05
2170383100,34,23:05
2160019501,29,23:05
2160019502,21,23:05
2333346100,98,23:05
2333164600,54,23:05
2333032800,24,23:05
2334259300,20,23:05
2160070901,20,23:05
2160070902,20,23:05
2333164700,16,23:05
2333032900,19,23:05
2334259400,31,23:05
2333164800,13,23:05
2160006500,53,23:05
2334259100,30,23:05
2333282100,66,23:05
2160006601,42,23:05
2160006602,56,23:05
2160006603,58,23:05
2334259200,19,23:05
2160006701,36,23:05
2160006702,37,23:05
2160006703,53,23:05
2333032300,25,23:05
2334245100,120,23:05
2334259700,16,23:05
2333164100,27,23:05
2333032400,32,23:05
2160006800,76,23:05
2334245200,14,23:05
2334259800,14,23:05
2333164200,51,23:05
2333032500,17,23:05
2333296200,38,23:05
2160006900,67,23:05
2334259500,7,23:05
2333164400,22,23:05
2333164300,43,23:05
2333032600,44,23:05
2333296100,33,23:05
2334245000,36,23:05
2334259600,9,23:05
2333164500,31,23:05
2333032700,25,23:05
2334245500,34,23:05
2333282700,25,23:05
2334245600,29,23:05
2170004501,42,23:05
2333282600,40,23:05
2334259900,58,23:05
2333282900,31,23:05
2170018800,13,23:05
2334245300,20,23:05
2160388200,15,23:05
2170018900,25,23:05
2333282800,42,23:05
2334245400,35,23:05
2160388400,18,23:05
2333282300,64,23:05
2330022703,84,23:05
2330022704,90,23:05
2330022707,81,23:05
2170004901,52,23:05
2170004902,40,23:05
2160388300,40,23:05
2333282200,69,23:05
2330022750,93,23:05
2330022751,89,23:05
2330022734,72,23:05
2330022732,87,23:05
2330022733,82,23:05
2330022737,87,23:05
2330022745,76,23:05
2330022746,82,23:05
2330022743,87,23:05
2330022749,85,23:05
2330022747,82,23:05
2330022748,90,23:05
2330022729,80,23:05
2330022829,72,23:05
2330022804,79,23:05
2330022803,66,23:05
2330022807,75,23:05
2334245700,11,23:05
2160388700,56,23:05
2170004601,31,23:05
2160374000,31,23:05
2333282500,25,23:05
2330022851,77,23:05
2330022850,70,23:05
2330022833,66,23:05
2330022834,87,23:05
2330022832,66,23:05
2330022837,61,23:05
2330022845,63,23:05
2330022843,74,23:05
2330022848,70,23:05
2330022849,88,23:05
2330022846,61,23:05
2330022847,66,23:05
2334245800,31,23:05
2160388600,50,23:05
2160388500,24,23:05
2333282400,57,23:05
2160387600,71,23:05
2160373000,16,23:05
2330023501,32,23:05
2330023502,45,23:05
2160387500,35,23:05
2330023601,33,23:05
2330023602,25,23:05
2170005001,57,23:05
2170005002,52,23:05
2160373200,66,23:05
2170083800,32,23:05
2330023700,50,23:05
2170083900,41,23:05
2160373100,51,23:05
2330023800,42,23:05
2160373400,23,23:05
2333349000,65,23:05
2330023104,29,23:05
2330023105,31,23:05
2330023102,42,23:05
2330023103,55,23:05
2170005300,29,23:05
2160373300,48,23:05
2330023203,47,23:05
2330023204,32,23:05
2330023202,41,23:05
2330023205,32,23:05
2170005400,32,23:05
2160373600,24,23:05
2333349200,84,23:05
2170005102,56,23:05
2170005101,34,23:05
2330023302,41,23:05
2330023304,34,23:05
2160373500,50,23:05
2333349100,79,23:05
2170005201,36,23:05
2170005202,37,23:05
2330023402,43,23:05
2330023404,21,23:05
2160070002,11,23:05
2160070001,30,23:05
2160373800,41,23:05
2170083200,27,23:05
2160373700,32,23:05
2333032000,48,23:05
2170083300,34,23:05
2160070101,18,23:05
2160070102,24,23:05
2333913900,23,23:05
2333032100,35,23:05
2160070201,26,23:05
2160070202,20,23:05
2333913801,32,23:05
2333913802,35,23:05
2170083000,40,23:05
2333032200,28,23:05
2160070301,22,23:05
2160070302,18,23:05
2333913701,22,23:05
2333913702,21,23:05
2333164000,28,23:05
2170083100,37,23:05
2160373900,23,23:05
2170083600,45,23:05
2170019000,33,23:05
2170083700,40,23:05
2160070600,23,23:05
2170083400,17,23:05
2160070700,17,23:05
2170083500,32,23:05
2160070802,22,23:05
2160070801,23,23:05
2160007600,41,23:05
2333031500,49,23:05
2160007700,55,23:05
2333031600,16,23:05
2160007800,45,23:05
2333031700,18,23:05
2333031000,63,23:05
2334246400,23,23:05
2170399900,47,23:05
2170399800,40,23:05
2333031100,48,23:05
2333031200,29,23:05
2160389100,97,23:05
2333031300,32,23:05
2334246300,23,23:05
2170096000,26,23:05
2333912801,63,23:05
2333912802,37,23:05
2333031400,29,23:05
2160389000,20,23:05
2160389200,101,23:05
2334075100,31,23:05
2333163700,51,23:05
2160375100,30,23:05
2333031900,6,23:05
2334075300,48,23:05
2333163800,28,23:05
2160375000,28,23:05
2334075200,26,23:05
2333163900,13,23:05
2160375400,31,23:05
2334075500,20,23:05
2160375300,30,23:05
2160375200,14,23:05
2334075400,46,23:05
2333216301,40,23:05
2333216302,38,23:05
2334075700,18,23:05
2160388900,20,23:05
2170082700,27,23:05
2333348100,46,23:05
2160374300,22,23:05
2333348200,62,23:05
2333059000,43,23:05
2333216200,46,23:05
2333216401,37,23:05
2334075600,22,23:05
2333216402,38,23:05
2170082800,19,23:05
2160374200,27,23:05
2333348000,66,23:05
2160374100,21,23:05
2333059100,36,23:05
2170082900,42,23:05
2330024902,31,23:05
2330024905,56,23:05
2330024903,45,23:05
2330024904,33,23:05
2334075900,11,23:05
2160374500,28,23:05
2333059200,30,23:05
2170082500,27,23:05
2333348400,45,23:05
2334075800,21,23:05
2160374400,29,23:05
2333059300,43,23:05
2170082600,19,23:05
2333348300,51,23:05
2160374700,29,23:05
2160071000,46,23:05
2160374600,38,23:05
2170018700,23,23:05
2160071100,44,23:05
2160374900,30,23:05
2333216000,55,23:05
2160374800,30,23:05
2160071200,22,23:05
2333216100,66,23:05
2170096500,28,23:05
2160071300,47,23:05
2333045200,34,23:05
2330038501,62,23:05
2333912702,16,23:05
2330038601,41,23:05
2333912701,28,23:05
2160071400,9,23:05
2333912600,15,23:05
2170082001,26,23:05
2170082002,16,23:05
2333348900,65,23:05
2160071500,25,23:05
2330024100,60,23:05
2330024200,52,23:05
2160071600,30,23:05
2170096300,30,23:05
2333912400,32,23:05
2160071700,38,23:05
2170082300,26,23:05
2330038100,26,23:05
2333059400,35,23:05
2160007200,58,23:05
2333348600,53,23:05
2170082400,36,23:05
2330038200,20,23:05
2333059500,25,23:05
2333348500,23,23:05
2160007300,54,23:05
2170082100,29,23:05
2333045000,22,23:05
2160007400,70,23:05
2333348800,44,23:05
2170082200,21,23:05
2160007500,72,23:05
2333045100,16,23:05
2333348700,62,23:05
2170085000,26,23:05
2170374102,30,23:05
2333020800,29,23:05
2170374104,36,23:05
2170374103,26,23:05
2170374003,44,23:05
2170374001,52,23:05
2170374004,44,23:05
2170085100,27,23:05
2330039306,61,23:05
2170374600,18,23:05
2333166800,59,23:05
2170085400,25,23:05
2333020400,38,23:05
2333166900,38,23:05
2170374502,17,23:05
2170374501,27,23:05
2170374402,57,23:05
2170374401,35,23:05
2170085500,35,23:05
2333020500,11,23:05
2160112000,21,23:05
2334076000,50,23:05
2170374302,43,23:05
2170374301,53,23:05
2333020600,20,23:05
2333298900,33,23:05
2170085200,22,23:05
2160112200,43,23:05
2170374201,73,23:05
2333020700,22,23:05
2170374202,106,23:05
2170085300,18,23:05
2160112300,16,23:05
2334076200,15,23:05
2334101600,16,23:05
2160376000,30,23:05
2333916202,31,23:05
2333916201,33,23:05
2170413300,21,23:05
2334101500,6,23:05
2334076100,13,23:05
2333916102,22,23:05
2333916101,34,23:05
2170413200,12,23:05
2333338100,97,23:05
2170006800,42,23:05
2334101900,29,23:05
2160112600,24,23:05
2160112500,31,23:05
2160376200,28,23:05
2334076400,33,23:05
2333916002,64,23:05
2333916001,47,23:05
2170413100,13,23:05
2334101800,5,23:05
2160112700,27,23:05
2333338000,97,23:05
2170006900,43,23:05
2160376100,30,23:05
2334101700,16,23:05
2334076300,13,23:05
2170413000,19,23:05
2160376500,21,23:05
2160112800,27,23:05
2160376400,29,23:05
2334076600,10,23:05
2160112900,33,23:05
2160376300,27,23:05
2334076500,31,23:05
2334076800,24,23:05
2160376700,30,23:05
2334076700,14,23:05
2160376600,31,23:05
2333205600,44,23:05
2160375600,36,23:05
2170007500,33,23:05
2333337500,98,23:05
2334076900,18,23:05
2160375500,21,23:05
2170007600,49,23:05
2160375800,29,23:05
2160072000,20,23:05
2170071800,31,23:05
2333337700,97,23:05
2170007300,36,23:05
2160072100,20,23:05
2160375700,31,23:05
2170071900,22,23:05
2333034000,32,23:05
2170007400,53,23:05
2333337600,100,23:05
2333915402,25,23:05
2333915401,46,23:05
2160072200,73,23:05
2333219800,30,23:05
2170007900,26,23:05
2333337000,98,23:05
2333205100,50,23:05
2333915302,23,23:05
2333915301,28,23:05
2160072300,41,23:05
2333205300,19,23:05
2333219900,33,23:05
2160375900,32,23:05
2333915201,46,23:05
2333915202,34,23:05
2333205200,24,23:05
2333205400,22,23:05
2333337200,104,23:05
2160072402,39,23:05
2333337300,100,23:05
2170007700,32,23:05
2333915102,13,23:05
2333915101,26,23:05
2333205500,23,23:05
2170007800,47,23:05
2160072501,23,23:05
2333337100,102,23:05
2333915003,39,23:05
2333915002,19,23:05
2333915004,44,23:05
2170085800,44,23:05
2170071200,17,23:05
2333034500,16,23:05
2330025225,57,23:05
2330025204,25,23:05
2330025203,43,23:05
2330025215,39,23:05
2330025202,49,23:05
2330025201,48,23:05
2333166300,25,23:05
2160008101,71,23:05
2170085900,36,23:05
2170071300,23,23:05
2333034600,24,23:05
2333020000,29,23:05
2170374902,43,23:05
2170374904,36,23:05
2170374903,23,23:05
2160008201,71,23:05
2160072800,32,23:05
2333166402,53,23:05
2333166401,37,23:05
2333020100,32,23:05
2170085600,32,23:05
2170374803,54,23:05
2170374801,44,23:05
2170374804,72,23:05
2333166502,29,23:05
2333166501,37,23:05
2160008300,75,23:05
2160072900,31,23:05
2170071000,46,23:05
2333020200,32,23:05
2170085700,39,23:05
2170071100,28,23:05
2170374700,24,23:05
2333166700,52,23:05
2333166600,64,23:05
2160008400,68,23:05
2333020300,16,23:05
2330039406,60,23:05
2170071600,15,23:05
2333034100,31,23:05
2160008500,72,23:05
2170007100,24,23:05
2333337900,96,23:05
2160008600,74,23:05
2170071700,37,23:05
2333034200,30,23:05
2333337800,97,23:05
2170007200,45,23:05
2170071400,32,23:05
2333034300,31,23:05
2330025005,32,23:05
2160008700,62,23:05
2330025004,48,23:05
2330025003,34,23:05
2330025002,34,23:05
2170071500,28,23:05
2333034400,30,23:05
2330025104,42,23:05
2330025115,47,23:05
2330025125,43,23:05
2333915902,47,23:05
2333915901,39,23:05
2330025103,41,23:05
2330025102,43,23:05
2330025101,37,23:05
2330039704,46,23:05
2330039701,49,23:05
2330039708,63,23:05
2330039707,54,23:05
2330039705,51,23:05
2330039803,50,23:05
2330039802,60,23:05
2330039807,64,23:05
2330039806,35,23:05
2330039808,56,23:05
2170007000,36,23:05
2333166200,44,23:05
2334248600,63,23:05
2170412900,4,23:05
2333283000,31,23:05
2334102000,37,23:05
2170412800,15,23:05
2170412700,22,23:05
2333283400,35,23:05
2334248500,60,23:05
2170412600,31,23:05
2333283300,36,23:05
2334077000,27,23:05
2334077100,30,23:05
2170373202,49,23:05
2170373201,42,23:05
2333033700,29,23:05
2170084100,28,23:05
2160113200,45,23:05
2160113300,50,23:05
2170084200,26,23:05
2333033800,13,23:05
2334077300,30,23:05
2160377100,30,23:05
2333033900,24,23:05
2334077200,17,23:05
2160377000,30,23:05
2170084000,30,23:05
2170005700,52,23:05
2160377300,30,23:05
2334077500,20,23:05
2170005800,26,23:05
2334077400,40,23:05
2160377200,49,23:05
2170005500,55,23:05
2160377600,28,23:05
2160377500,22,23:05
2334077700,29,23:05
2333219700,51,23:05
2170005600,43,23:05
2160377400,22,23:05
2334077600,23,23:05
2333205000,51,23:05
2333219600,35,23:05
2334077900,103,23:05
2160377800,72,23:05
2333283600,35,23:05
2160074000,18,23:05
2160377700,16,23:05
2333283500,36,23:05
2334077800,76,23:05
2170005902,38,23:05
2170005901,37,23:05
2160074200,18,23:05
2333283800,48,23:05
2160377900,30,23:05
2333283700,43,23:05
2160376900,77,23:05
2170070700,25,23:05
2333914500,25,23:05
2170070800,18,23:05
2170006202,53,23:05
2170006201,51,23:05
2160073200,53,23:05
2333914400,26,23:05
2160376800,32,23:05
2170006300,44,23:05
2170070900,45,23:05
2160073300,46,23:05
2170070500,39,23:05
2170006001,23,23:05
2170006002,32,23:05
2160073400,26,23:05
2170070600,45,23:05
2170006102,63,23:05
2170006101,49,23:05
2333914100,21,23:05
2160073500,16,23:05
2170006600,26,23:05
2333914000,41,23:05
2170006700,37,23:05
2160073600,31,23:05
2160073700,30,23:05
2170006400,37,23:05
2160009201,74,23:05
2160009204,71,23:05
2160009203,68,23:05
2160073800,75,23:05
2160073900,91,23:05
2170006500,37,23:05
2160009304,75,23:05
2160009303,74,23:05
2160009301,71,23:05
2333033200,31,23:05
2170084500,31,23:05
2170373702,41,23:05
2170373701,82,23:05
2160009400,68,23:05
2333033300,29,23:05
2170084600,20,23:05
2170070002,41,23:05
2170070001,35,23:05
2170373602,45,23:05
2170373601,120,23:05
2160009500,71,23:05
2333033400,20,23:05
2170373500,34,23:05
2160009601,72,23:05
2170084300,37,23:05
2333033500,33,23:05
2170084400,28,23:05
2170373400,43,23:05
2170373302,18,23:05
2170373301,35,23:05
2160009701,73,23:05
2330026904,44,23:05
2330026903,45,23:05
2330026902,46,23:05
2330026901,42,23:05
2330026908,46,23:05
2330026907,44,23:05
2330026906,44,23:05
2330026905,43,23:05
2330026909,43,23:05
2333033600,30,23:05
2170070300,21,23:05
2170084900,24,23:05
2333914904,22,23:05
2333914903,17,23:05
2333914901,26,23:05
2333900200,38,23:05
2333204802,44,23:05
2333204801,36,23:05
2170070400,18,23:05
2333914802,32,23:05
