2025-08-17 20:58:26 - INFO - app - 📆 far_time_process 모드: 총 56일 간 데이터 조회 예정 → [datetime.datetime(2025, 4, 1, 0, 0), datetime.datetime(2025, 4, 2, 0, 0), datetime.datetime(2025, 4, 3, 0, 0), datetime.datetime(2025, 4, 4, 0, 0), datetime.datetime(2025, 4, 5, 0, 0), datetime.datetime(2025, 4, 6, 0, 0), datetime.datetime(2025, 4, 7, 0, 0), datetime.datetime(2025, 4, 8, 0, 0), datetime.datetime(2025, 4, 9, 0, 0), datetime.datetime(2025, 4, 10, 0, 0), datetime.datetime(2025, 4, 11, 0, 0), datetime.datetime(2025, 4, 12, 0, 0), datetime.datetime(2025, 4, 13, 0, 0), datetime.datetime(2025, 4, 14, 0, 0), datetime.datetime(2025, 4, 15, 0, 0), datetime.datetime(2025, 4, 16, 0, 0), datetime.datetime(2025, 4, 17, 0, 0), datetime.datetime(2025, 4, 18, 0, 0), datetime.datetime(2025, 4, 19, 0, 0), datetime.datetime(2025, 4, 20, 0, 0), datetime.datetime(2025, 4, 21, 0, 0), datetime.datetime(2025, 4, 22, 0, 0), datetime.datetime(2025, 4, 23, 0, 0), datetime.datetime(2025, 4, 24, 0, 0), datetime.datetime(2025, 4, 25, 0, 0), datetime.datetime(2025, 4, 26, 0, 0), datetime.datetime(2025, 4, 27, 0, 0), datetime.datetime(2025, 4, 28, 0, 0), datetime.datetime(2025, 4, 29, 0, 0), datetime.datetime(2025, 4, 30, 0, 0), datetime.datetime(2025, 5, 1, 0, 0), datetime.datetime(2025, 5, 2, 0, 0), datetime.datetime(2025, 5, 3, 0, 0), datetime.datetime(2025, 5, 4, 0, 0), datetime.datetime(2025, 5, 5, 0, 0), datetime.datetime(2025, 5, 6, 0, 0), datetime.datetime(2025, 5, 7, 0, 0), datetime.datetime(2025, 5, 8, 0, 0), datetime.datetime(2025, 5, 9, 0, 0), datetime.datetime(2025, 5, 10, 0, 0), datetime.datetime(2025, 5, 11, 0, 0), datetime.datetime(2025, 5, 12, 0, 0), datetime.datetime(2025, 5, 13, 0, 0), datetime.datetime(2025, 5, 14, 0, 0), datetime.datetime(2025, 5, 15, 0, 0), datetime.datetime(2025, 5, 16, 0, 0), datetime.datetime(2025, 5, 17, 0, 0), datetime.datetime(2025, 5, 18, 0, 0), datetime.datetime(2025, 5, 19, 0, 0), datetime.datetime(2025, 5, 20, 0, 0), datetime.datetime(2025, 5, 21, 0, 0), datetime.datetime(2025, 5, 22, 0, 0), datetime.datetime(2025, 5, 23, 0, 0), datetime.datetime(2025, 5, 24, 0, 0), datetime.datetime(2025, 5, 25, 0, 0), datetime.datetime(2025, 5, 26, 0, 0)]
2025-08-17 20:58:26 - INFO - app - ✅ Data load skip: 총 56개 파일 저장됨
2025-08-17 20:58:26 - INFO - app - ✅ 데이터 전처리(x-y) skip: Model/v3에 저장됨
2025-08-17 20:58:26 - INFO - app - ✅ Step 0 model already exists, skipping...
2025-08-17 20:58:26 - INFO - app - ✅ Step 284 model already exists, skipping...
2025-08-17 20:58:26 - INFO - app - ✅ Step 285 model already exists, skipping...
2025-08-17 20:58:26 - INFO - app - ✅ Step 286 model already exists, skipping...
2025-08-17 20:58:26 - INFO - app - ✅ Step 287 model already exists, skipping...
2025-08-17 20:58:26 - INFO - app - ✅ Training complete: 288 models saved
2025-08-17 20:59:24 - INFO - app - Step 000 → RMSE=0.155, MAE=0.104, MAPE=inf, R2=0.963
2025-08-17 21:00:31 - INFO - app - Step 001 → RMSE=0.154, MAE=0.102, MAPE=inf, R2=0.963
2025-08-17 21:01:24 - INFO - app - Step 002 → RMSE=0.154, MAE=0.102, MAPE=inf, R2=0.963
2025-08-17 21:02:22 - INFO - app - Step 003 → RMSE=0.154, MAE=0.102, MAPE=inf, R2=0.963
2025-08-17 21:03:16 - INFO - app - Step 004 → RMSE=0.154, MAE=0.102, MAPE=inf, R2=0.963
2025-08-17 21:04:05 - INFO - app - Step 005 → RMSE=0.154, MAE=0.102, MAPE=inf, R2=0.963
2025-08-17 21:04:57 - INFO - app - Step 006 → RMSE=0.154, MAE=0.102, MAPE=inf, R2=0.963
2025-08-17 21:05:55 - INFO - app - Step 007 → RMSE=0.154, MAE=0.102, MAPE=inf, R2=0.963
2025-08-17 21:06:50 - INFO - app - Step 008 → RMSE=0.153, MAE=0.101, MAPE=inf, R2=0.963
2025-08-17 21:07:58 - INFO - app - Step 009 → RMSE=0.153, MAE=0.101, MAPE=inf, R2=0.963
2025-08-17 21:08:54 - INFO - app - Step 010 → RMSE=0.154, MAE=0.101, MAPE=inf, R2=0.963
2025-08-17 21:09:45 - INFO - app - Step 011 → RMSE=0.154, MAE=0.101, MAPE=inf, R2=0.963
2025-08-17 21:10:44 - INFO - app - Step 012 → RMSE=0.155, MAE=0.103, MAPE=inf, R2=0.962
2025-08-17 21:11:24 - INFO - app - Step 013 → RMSE=0.156, MAE=0.103, MAPE=inf, R2=0.962
2025-08-17 21:12:28 - INFO - app - Step 014 → RMSE=0.156, MAE=0.103, MAPE=inf, R2=0.962
2025-08-17 21:13:11 - INFO - app - Step 015 → RMSE=0.156, MAE=0.103, MAPE=inf, R2=0.962
2025-08-17 21:14:19 - INFO - app - Step 016 → RMSE=0.156, MAE=0.103, MAPE=inf, R2=0.962
2025-08-17 21:15:17 - INFO - app - Step 017 → RMSE=0.161, MAE=0.108, MAPE=inf, R2=0.960
2025-08-17 21:16:02 - INFO - app - Step 018 → RMSE=0.156, MAE=0.103, MAPE=inf, R2=0.962
2025-08-17 21:17:05 - INFO - app - Step 019 → RMSE=0.165, MAE=0.109, MAPE=inf, R2=0.957
2025-08-17 21:18:15 - INFO - app - Step 020 → RMSE=0.155, MAE=0.102, MAPE=inf, R2=0.962
2025-08-17 21:19:04 - INFO - app - Step 021 → RMSE=0.156, MAE=0.103, MAPE=inf, R2=0.962
2025-08-17 21:20:05 - INFO - app - Step 022 → RMSE=0.156, MAE=0.103, MAPE=inf, R2=0.962
2025-08-17 21:20:55 - INFO - app - Step 023 → RMSE=0.166, MAE=0.111, MAPE=inf, R2=0.957
2025-08-17 21:22:02 - INFO - app - Step 024 → RMSE=0.157, MAE=0.104, MAPE=inf, R2=0.962
2025-08-17 21:22:46 - INFO - app - Step 025 → RMSE=0.157, MAE=0.104, MAPE=inf, R2=0.962
2025-08-17 21:23:41 - INFO - app - Step 026 → RMSE=0.157, MAE=0.104, MAPE=inf, R2=0.962
2025-08-17 21:24:26 - INFO - app - Step 027 → RMSE=0.157, MAE=0.104, MAPE=inf, R2=0.962
2025-08-17 21:25:36 - INFO - app - Step 028 → RMSE=0.157, MAE=0.104, MAPE=inf, R2=0.962
2025-08-17 21:26:44 - INFO - app - Step 029 → RMSE=0.157, MAE=0.104, MAPE=inf, R2=0.962
2025-08-17 21:27:32 - INFO - app - Step 030 → RMSE=0.157, MAE=0.103, MAPE=inf, R2=0.962
2025-08-17 21:28:41 - INFO - app - Step 031 → RMSE=0.156, MAE=0.103, MAPE=inf, R2=0.962
2025-08-17 21:29:38 - INFO - app - Step 032 → RMSE=0.156, MAE=0.103, MAPE=inf, R2=0.962
2025-08-17 21:30:28 - INFO - app - Step 033 → RMSE=0.156, MAE=0.103, MAPE=inf, R2=0.962
2025-08-17 21:31:08 - INFO - app - Step 034 → RMSE=0.164, MAE=0.110, MAPE=inf, R2=0.958
2025-08-17 21:32:14 - INFO - app - Step 035 → RMSE=0.156, MAE=0.103, MAPE=inf, R2=0.962
2025-08-17 21:33:20 - INFO - app - Step 036 → RMSE=0.174, MAE=0.119, MAPE=inf, R2=0.953
